"","latinSquare","faceGender","faceStyle","skinDetails","skinColor","hairColor","eyeColor","eyeShape","eyeOpening","eyeSize","eyeHeight","eyeDistance","eyeDepth","eyeRotation","eyebrowsColor","eyebrowsShape","eyebrowsLine","noseShape","noseLength","noseWidth","noseBridge","noseCartilage","foreheadHeight","cheeksBone","jawShape","jawChin","jawLength","throatSize","earSize","mouthVolume","lipRatio","mouthOverlap","mouthWidth","mouthHeight","mouthDepth","eyeShadow","lipStick","rouge"
"35","RobotM",1,0,0.692307692307692,0.5,0.0934065934065934,0.137362637362637,0.203296703296703,0.373626373626374,0.379120879120879,0.582417582417582,0.549450549450549,0.478021978021978,0.5,0.346153846153846,0.423076923076923,0.791208791208791,0.576923076923077,0.450549450549451,0.604395604395604,0.587912087912088,0.456043956043956,0.648351648351648,0.406593406593407,0.565934065934066,0.307692307692308,0.554945054945055,0.631868131868132,0.543956043956044,0.489010989010989,0.5,0.368131868131868,0.434065934065934,0.532967032967033,0.5,0,0,0
"36","SiriM",0.906593406593407,0,0.653846153846154,0.5,0.445054945054945,0.120879120879121,0.456043956043956,0.43956043956044,0.450549450549451,0.565934065934066,0.450549450549451,0.571428571428571,0.467032967032967,0.505494505494505,0.434065934065934,0.587912087912088,0.472527472527472,0.483516483516484,0.43956043956044,0.549450549450549,0.576923076923077,0.56043956043956,0.549450549450549,0.324175824175824,0.362637362637363,0.373626373626374,0.461538461538462,0.423076923076923,0.406593406593407,0.384615384615385,0.434065934065934,0.576923076923077,0.5,0.5,0,0,0
"37","CortanaF",0.214285714285714,0,0.5,0.43956043956044,0,0.164835164835165,0.461538461538462,0.43956043956044,0.505494505494505,0.450549450549451,0.532967032967033,0.428571428571429,0.412087912087912,0.368131868131868,0.5,0.593406593406593,0.450549450549451,0.456043956043956,0.5,0.576923076923077,0.5,0.467032967032967,0.648351648351648,0.489010989010989,0.543956043956044,0.5,0.39010989010989,0.39010989010989,0.593406593406593,0.554945054945055,0.445054945054945,0.467032967032967,0.5,0.5,0,0,0
"38","GoogleF",0.32967032967033,0,0.307692307692308,0.598901098901099,0.851648351648352,0.642857142857143,0.5,0.406593406593407,0.417582417582418,0.450549450549451,0.543956043956044,0.67032967032967,0.373626373626374,0.5,0.5,0.5,0.43956043956044,0.5,0.445054945054945,0.5,0.631868131868132,0.620879120879121,0.631868131868132,0.43956043956044,0.450549450549451,0.5,0.5,0.412087912087912,0.637362637362637,0.5,0.5,0.576923076923077,0.5,0.5,0.131868131868132,0.164835164835165,0.175824175824176
"39","SiriF",0.0989010989010989,0,0.32967032967033,0.406593406593407,0.0659340659340659,0.166666666666667,0.587912087912088,0.582417582417582,0.467032967032967,0.516483516483517,0.532967032967033,0.549450549450549,0.478021978021978,0.5,0.5,0.5,0.406593406593407,0.478021978021978,0.467032967032967,0.593406593406593,0.593406593406593,0.598901098901099,0.659340659340659,0.5,0.384615384615385,0.527472527472527,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.153846153846154,0.164835164835165,0.208791208791209
"40","CortanaF",0.203296703296703,0.0604395604395604,0.0934065934065934,0.615384615384615,0.895604395604396,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.631868131868132,0.5,0.5,0.5,0.5,0.5,0.483516483516484,0.5,0.478021978021978,0.5,0.5,0.5,0,0,0
"41","RobotM",1,0.126373626373626,0,0.576923076923077,0.5,1,0.434065934065934,0.5,0.483516483516484,0.307692307692308,0.5,0.472527472527472,0.516483516483517,0.538461538461538,0.5,0.576923076923077,0.5,0.5,0.5,0.5,0.5,0.576923076923077,0.5,0.225274725274725,0.818681318681319,0.5,0.472527472527472,0.456043956043956,0.302197802197802,0.538461538461538,0.5,0.5,0.527472527472527,0.494505494505495,0,0,0
"42","AlexaF",0,0,0,0.736263736263736,0,0.912087912087912,0.5,0.5,0.5,0.5,0.5,0.5,0.505494505494505,0.5,0.5,0.653846153846154,0.5,0.5,0.5,0.5,0.5,0.543956043956044,0.60989010989011,0.384615384615385,0.5,0.5,0.5,0.5,0.571428571428571,0.5,0.5,0.5,0.549450549450549,0.5,0,0,0
"43","GoogleF",0.373626373626374,0.335164835164835,0,0.576923076923077,1,0.258241758241758,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.89010989010989,0.5,0.478021978021978,0.346153846153846,0.5,0.423076923076923,0.5,0.5,0.67032967032967,0.5,0.368131868131868,0.302197802197802,0.5,0.5,0.5,0.620879120879121,0.5,0.505494505494505,0.598901098901099,0.5,0.5,0,0,0
"44","SiriF",0,0.115384615384615,0,0.626373626373626,0.472527472527472,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43956043956044,0.5,0.5,0.5,0.5,0.461538461538462,0.456043956043956,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0
"45","SiriM",1,0.142857142857143,0.5,0.653846153846154,0.230769230769231,0.166666666666667,0.5,0.5,0.5,0.527472527472527,0.5,0.5,0.5,0.412087912087912,0.5,0.664835164835165,0.5,0.5,0.5,0.5,0.5,0.423076923076923,0.5,0.5,0.648351648351648,0.5,0.5,0.5,0.269230769230769,0.5,0.5,0.5,0.5,0.5,0,0,0
"46","CortanaF",0,0,0.153846153846154,0.912087912087912,1,0.615384615384615,0.340659340659341,0.5,0.505494505494505,0.5,0.5,0.516483516483517,0.368131868131868,0.967032967032967,0.505494505494505,0.291208791208791,0.335164835164835,0.313186813186813,0.494505494505495,0.60989010989011,0.571428571428571,0.5,0.542857411143544,0.263736263736264,0,0.5,0.0714285714285714,0.5,0.631868131868132,0.510989010989011,0.5,0.5,0.510989010989011,0.5,0.137362637362637,0.335164835164835,0.313186813186813
"47","SiriM",0.697802197802198,0,0.208791208791209,1,0,1,0.28021978021978,0.417582417582418,0.5,0.5,0.505494505494505,0.478021978021978,0.5,0,0,0.269230769230769,0.505494505494505,0.285714285714286,0.269230769230769,0.296703296703297,0.620879120879121,0.956043956043956,0.604395604395604,0,0.434065934065934,0.5,0,0.302197802197802,0.445054945054945,0.5,0.5,0.697802197802198,0.5,0.5,0,0,0
"48","SiriF",0.324175824175824,0,0.5,0.736263736263736,0.505494505494505,0.56043956043956,0.5,0.5,0.5,0.5,0.450549450549451,0.5,0.5,0.956043956043956,0.5,0.5,0.379120879120879,0.5,0.384615384615385,0.368131868131868,0.5,0.714285714285714,0.692307692307692,0.340659340659341,0.741758241758242,0.285714285714286,0.5,0.5,0.291208791208791,0.664835164835165,0.697802197802198,0.67032967032967,0.5,0.532967032967033,0,0.181318681318681,0.401098901098901
"49","RobotM",0.972527472527473,0,0.5,0.412087912087912,0.291208791208791,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.142857142857143,0.313186813186813,0.774725274725275,0.5,0.5,0.598901098901099,0.5,0.258241758241758,0.664835164835165,0.489010989010989,0.675824175824176,0.818681318681319,0.730769230769231,0.758241758241758,0.5,0.67032967032967,0.648351648351648,0.373626373626374,0.401098901098901,0.5,0.5,0,0,0
"50","SiriM",0.71978021978022,0,0.225274725274725,0.505494505494505,0.5,0.166666666666667,0.5,0.5,0.39010989010989,0.5,0.417582417582418,0.5,0.401098901098901,0.659340659340659,0.5,0.505494505494505,0.5,0.5,0.340659340659341,0.5,0.5,0.675824175824176,0.675824175824176,0.307692307692308,0.335164835164835,0.664835164835165,0.5,0.5,0.362637362637363,0.736263736263736,0.5,0.5,0.5,0.5,0,0,0
"51","AlexaF",0.373626373626374,0,0.395604395604396,0.686813186813187,0.521978021978022,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.450549450549451,0.5,0.335164835164835,0.5,0.5,0.346153846153846,0.5,0.5,0.807692307692308,0.5,0.5,0.5,0.5,0.5,0.5,0.450549450549451,0.675824175824176,0.5,0.467032967032967,0.5,0.5,0.274725274725275,0.225274725274725,0.340659340659341
"52","GoogleF",0.197802197802198,0,0.153846153846154,0.708791208791209,0.912087912087912,0.56043956043956,0.346153846153846,0.5,0.5,0.5,0.5,0.5,0.5,0.56043956043956,0.5,0.5,0.5,0.5,0.5,0.263736263736264,0.769230769230769,0.384615384615385,0.686813186813187,0.340659340659341,0.43956043956044,0.401098901098901,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.164835164835165,0.401098901098901
"53","CortanaF",0.5,0,0.67032967032967,0.505494505494505,0.291208791208791,0.166666666666667,0.5,0.725274725274725,0.5,0.615384615384615,0.5,0.395604395604396,0.351648351648352,0.423076923076923,0.5,0.5,0.5,0.5,0.653846153846154,0.5,0.43956043956044,0.39010989010989,0.362637362637363,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.379120879120879
"54","RobotM",0.5,0,0.368131868131868,0.5,1,0.598901140820849,0.697802239721948,0.401098943018651,0.324175866095574,0.461538503458212,0.532967074886783,0.598901140820849,0.450549492469201,0.697802239721948,0.5,0.318681360601069,0.291208791208791,0.445054945054945,0.417582417582418,0.241758241758242,0.675824175824176,0.505494505494505,0.543956002036294,0.0714286133483216,0.258241758241758,0.0824176243373326,0.181318681318681,0.39010989010989,0.637362637362637,0.472527472527472,0.5,0.708791208791209,0.423076923076923,0.373626373626374,0.489010989010989,0.258241758241758,0.60989010989011
"55","CortanaF",0.197802197802198,0.137362637362637,0.434065934065934,0.934065934065934,0.0384615384615385,0.659340659340659,0.582417582417582,0.516483516483517,0.598901098901099,0.5,0.527472527472527,0.543956043956044,0.456043956043956,0.472527472527472,0.368131868131868,0.648351648351648,0.395604395604396,0.456043956043956,0.5,0.384615384615385,0.423076923076923,0.648351648351648,0.478021978021978,0.274725274725275,0.549450549450549,0.417582417582418,0.230769230769231,0.565934065934066,0.697802197802198,0.598901098901099,0.576923076923077,0.478021978021978,0.5,0.516483516483517,0.565934065934066,0.302197802197802,0.175824175824176
"56","RobotM",1,0,0.741758241758242,0.302197802197802,0,0.181318681318681,0.395604395604396,0.681318681318681,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.285714285714286,0.582417582417582,0.615384615384615,0.236263736263736,0.615384615384615,0.5,0.692307692307692,0.664835164835165,0.5,0.401098901098901,0.5,0.5,0,0,0
"57","SiriF",0,0,0.181318681318681,1,1,0.362637362637363,0.708791208791209,0.565934065934066,0.406593406593407,0.5,0.445054945054945,0.510989010989011,0.472527472527472,1,0.434065934065934,0.175824175824176,0.313186813186813,0.43956043956044,0.362637362637363,0.5,0.362637362637363,0.335164835164835,0.615384615384615,0.203296703296703,0.576923076923077,0.357142857142857,0.131868131868132,0.379120879120879,0.296703296703297,0.412087912087912,0.527472527472527,0.5,0.43956043956044,0.494505494505495,0.203296703296703,0.10989010989011,0.445054945054945
