"trialid";"latinSquare";"sessions";"userUID";"theAge";"theGender";"theCountry";"hasKnowledgeSmartSpeaker";"playingGames";"watchingMovies";"acceptTOU";"finalQuestion1";"finalQuestion2";"finalQuestion3";"finalQuestion4";"finalQuestion5";"finalQuestion6";"ipadress";"screenWidth";"screenHeight";"systemLanguage";"userLanguage";"cookies";"platform";"appCodeName";"appVersion";"product";"browser";"webgl";"timeDate";"timeWelcome";"timeStart";"timeEnd";"timeMainSessionTime";"timeDuration";"faceGender";"faceStyle";"skinDetails";"skinColor";"hairColor";"eyeColor";"eyeShape";"eyeOpening";"eyeSize";"eyeHeight";"eyeDistance";"eyeDepth";"eyeRotation";"eyebrowsColor";"eyebrowsShape";"eyebrowsLine";"noseShape";"noseLength";"noseWidth";"noseBridge";"noseCartilage";"foreheadHeight";"cheeksBone";"jawShape";"jawChin";"jawLength";"throatSize";"earSize";"mouthVolume";"lipRatio";"mouthOverlap";"mouthWidth";"mouthHeight";"mouthDepth";"eyeShadow";"lipStick";"rouge";"faceGenderRst";"faceStyleRst";"skinDetailsRst";"skinColorRst";"hairColorRst";"eyeColorRst";"eyeShapeRst";"eyeOpeningRst";"eyeSizeRst";"eyeHeightRst";"eyeDistanceRst";"eyeDepthRst";"eyeRotationRst";"eyebrowsColorRst";"eyebrowsShapeRst";"eyebrowsLineRst";"noseShapeRst";"noseWidthRst";"noseLengthRst";"noseBridgeRst";"noseCartilageRst";"foreheadHeightRst";"cheeksBoneRst";"jawShapeRst";"jawChinRst";"jawLengthRst";"throatSizeRst";"earSizeRst";"mouthVolumeRst";"lipRatioRst";"mouthOverlapRst";"mouthWidthRst";"mouthHeightRst";"mouthDepthRst";"eyeShadowRst";"lipStickRst";"rougeRst";"faceGenderClk";"faceStyleClk";"skinDetailsClk";"skinColorClk";"hairColorClk";"eyeColorClk";"eyeShapeClk";"eyeOpeningClk";"eyeSizeClk";"eyeHeightClk";"eyeDistanceClk";"eyeDepthClk";"eyeRotationClk";"eyebrowsColorClk";"eyebrowsShapeClk";"eyebrowsLineClk";"noseShapeClk";"noseLengthClk";"noseWidthClk";"noseBridgeClk";"noseCartilageClk";"foreheadHeightClk";"cheeksBoneClk";"jawShapeClk";"jawChinClk";"jawLengthClk";"earSizeClk";"throatSizeClk";"mouthVolumeClk";"lipRatioClk";"mouthOverlapClk";"mouthWidthClk";"mouthHeightClk";"mouthDepthClk";"eyeShadowClk";"lipStickClk";"rougeClk";"faceGenderMM";"faceStyleMM";"skinDetailsMM";"skinColorMM";"hairColorMM";"eyeColorMM";"eyeShapeMM";"eyeOpeningMM";"eyeSizeMM";"eyeHeightMM";"eyeDistanceMM";"eyeDepthMM";"eyeRotationMM";"eyebrowsColorMM";"eyebrowsShapeMM";"eyebrowsLineMM";"noseShapeMM";"noseLengthMM";"noseWidthMM";"noseBridgeMM";"noseCartilageMM";"foreheadHeightMM";"cheeksBoneMM";"jawShapeMM";"jawChinMM";"jawLengthMM";"earSizeMM";"throatSizeMM";"mouthVolumeMM";"lipRatioMM";"mouthOverlapMM";"mouthWidthMM";"mouthHeightMM";"mouthDepthMM";"eyeShadowMM";"lipStickMM";"rougeMM";"generalMoreBtnClicked";"eyesMoreBtnClicked";"eyebrowsMoreBtnClicked";"noseMoreBtnClicked";"mouthMoreBtnClicked";"makeUpMoreBtnClicked";"outerfaceMoreBtnClicked";"jawMoreBtnClicked";"mainResetClicked";"interfaceResetClicked";"lightsClicked";"todoMoreBtnClicked";"sendClicked"
"79";"F";"2";"54832544243943";"1997";"female";"0";"No";"0";"0";"1";"2";"-1";"0";"2";"2";"1";"91.3.95.164";"1280";"584";"de";"de";"true";"Win32";"Netscape";"5.0 (Windows)";"Gecko";"Firefox 68.0";"true";"Wed Jul 17 2019 16:39:43 GMT 0200 (Mitte";"1563373863593";"1563374227640";"1563374383066";"155426";"519473";"0.9615384615384616";"0";"0.5";"0.8846153846153846";"0.9615384615384616";"0.21428571428571427";"0.19780219780219782";"0.23626373626373623";"0.43956043956043955";"0.5604395604395604";"0.47252747252747246";"0.6923076923076923";"0.45604395604395603";"0.9450549450549449";"0.43956043956043955";"0.8516483516483517";"0.510989010989011";"0.5879120879120879";"0.6868131868131868";"0.6098901098901099";"0.27472527472527475";"0.6208791208791209";"0.3021978021978022";"0.6703296703296702";"0.6593406593406592";"0.4175824175824176";"0.6593406593406592";"0.6153846153846154";"0.4065934065934066";"0.42857142857142855";"0.2802197802197802";"0.1648351648351648";"0.6153846153846154";"0.554945054945055";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"2";"1";"2";"2";"2";"3";"1";"2";"2";"3";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"3";"2";"1";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2"
"80";"B";"3";"54832544243943";"1997";"female";"0";"No";"0";"0";"1";"2";"3";"3";"-3";"-3";"2";"91.3.95.164";"1280";"584";"de";"de";"true";"Win32";"Netscape";"5.0 (Windows)";"Gecko";"Firefox 68.0";"true";"Wed Jul 17 2019 16:41:03 GMT 0200 (Mitte";"1563373863593";"1563374396063";"1563374463233";"67170";"599640";"0";"0";"0.21428571428571427";"0.8131868131868132";"0.8901098901098901";"0.16666666666666666";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.21428571428571427";"0.23626373626373623";"0.21978021978021978";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"3";"2";"3";"3";"2";"2";"0";"2";"2";"2";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"3"
"81";"A";"4";"54832544243943";"1997";"female";"0";"No";"0";"0";"1";"2";"2";"2";"-2";"1";"2";"91.3.95.164";"1280";"584";"de";"de";"true";"Win32";"Netscape";"5.0 (Windows)";"Gecko";"Firefox 68.0";"true";"Wed Jul 17 2019 16:42:14 GMT 0200 (Mitte";"1563373863593";"1563374471605";"1563374534373";"62768";"670780";"0.18681318681318682";"0.1813186813186813";"0.1813186813186813";"0.7527472527472527";"0.09340659340659341";"0.16666666666666666";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.19780219780219782";"0.2087912087912088";"0.17582417582417584";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"6";"1";"4";"3";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4"
"82";"E";"5";"54832544243943";"1997";"female";"0";"No";"0";"0";"1";"2";"2";"3";"-3";"-1";"2";"91.3.95.164";"1280";"584";"de";"de";"true";"Win32";"Netscape";"5.0 (Windows)";"Gecko";"Firefox 68.0";"true";"Wed Jul 17 2019 16:44:30 GMT 0200 (Mitte";"1563373863593";"1563374540484";"1563374670686";"130202";"807093";"0";"0";"0.34615384615384615";"0.934065934065934";"0.39010989010989017";"0.7032967032967034";"0.6648351648351648";"0.4175824175824176";"0.3516483516483517";"0.6593406593406592";"0.3626373626373626";"0.34065934065934067";"0.3626373626373626";"0.4010989010989011";"0.554945054945055";"0.4835164835164835";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.7417582417582418";"0.7252747252747253";"0.7527472527472527";"0.5";"0.5";"0.5";"0.467032967032967";"0.4615384615384615";"0.4615384615384615";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"3";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"1";"1";"1";"1";"2";"1";"1";"2";"1";"3";"2";"1";"3";"2";"2";"3";"2";"1";"2";"1";"2";"1";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1";"2";"2";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5"
"83";"D";"6";"54832544243943";"1997";"female";"0";"No";"0";"0";"1";"2";"2";"2";"2";"-1";"2";"91.3.95.164";"1280";"584";"de";"de";"true";"Win32";"Netscape";"5.0 (Windows)";"Gecko";"Firefox 68.0";"true";"Wed Jul 17 2019 16:46:31 GMT 0200 (Mitte";"1563373863593";"1563374677561";"1563374791716";"114155";"928123";"1";"0";"0.13186813186813187";"0.8846153846153846";"0.2692307692307692";"0.18681318681318682";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.7692307692307694";"0.4835164835164835";"0.4175824175824176";"0.5";"0.6868131868131868";"0.26373626373626374";"0.5714285714285714";"0.6428571428571429";"0.6153846153846154";"0.5018317254035027";"0.6483516483516483";"0.6978021978021978";"0.7362637362637363";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"1";"1";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"1";"0";"1";"1";"1";"1";"1";"2";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"4";"2";"4";"1";"0";"1";"1";"0";"1";"0";"0";"2";"0";"2";"2";"2";"2";"2";"2";"1";"2";"3";"3";"3";"2";"3";"1";"0";"0";"0";"1";"0";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"6"
"84";"D";"1";"48434177468540";"0";"0";"0";"0";"0";"0";"1";"-1";"1";"1";"-1";"-2";"-1";"188.194.181.96";"1280";"683";"de-DE";"de";"true";"Win32";"Netscape";"5.0 (Windows NT";"Gecko";"Chrome 64.0.3282.140";"true";"Wed Jul 17 2019 21:26:22 GMT 0200 (Mitte";"1563391297022";"1563391305893";"1563391582237";"276344";"285215";"1";"0";"0.5659340659340659";"0.5";"0.1813186813186813";"0.16666666666666666";"0.5824175824175825";"0.5";"0.5604395604395604";"0.5";"0.5714285714285714";"0.5";"0.5";"0.3516483516483517";"0.6538461538461539";"0.6043956043956044";"0.5494505494505495";"0.5714285714285714";"0.5714285714285714";"0.6428571428571429";"0.5";"0.6758241758241759";"0.7252747252747253";"0.489010989010989";"0.6098901098901099";"0.5384615384615384";"0.3846153846153847";"0.5";"0.5714285714285714";"0.5439560439560439";"0.5";"0.5";"0.5";"0.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"1";"0";"2";"0";"2";"0";"3";"0";"1";"0";"0";"2";"4";"1";"1";"1";"2";"3";"0";"2";"8";"7";"3";"4";"0";"4";"1";"2";"0";"0";"0";"0";"0";"0";"0";"3";"5";"4";"8";"8";"1";"1";"2";"2";"2";"1";"1";"1";"5";"6";"5";"8";"6";"8";"5";"8";"5";"8";"4";"7";"10";"2";"4";"1";"2";"3";"3";"6";"2";"5";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1"
"85";"B";"2";"48434177468540";"0";"0";"0";"0";"0";"0";"1";"2";"1";"2";"-3";"-1";"-1";"188.194.181.96";"1280";"683";"de-DE";"de";"true";"Win32";"Netscape";"5.0 (Windows NT";"Gecko";"Chrome 64.0.3282.140";"true";"Wed Jul 17 2019 21:27:44 GMT 0200 (Mitte";"1563391297022";"1563391590532";"1563391664454";"73922";"367432";"0";"0";"0.5";"0.5";"0.5";"0.16666666666666666";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.23626373626373623";"0.2032967032967033";"0.35714285714285715";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"2";"1";"4";"2";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"2";"2";"1";"2";"1";"3";"0";"0";"1";"2";"3";"0";"0";"0";"0";"0";"0";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2"
"86";"A";"3";"48434177468540";"0";"0";"0";"0";"0";"0";"1";"2";"2";"2";"-3";"2";"0";"188.194.181.96";"1280";"683";"de-DE";"de";"true";"Win32";"Netscape";"5.0 (Windows NT";"Gecko";"Chrome 64.0.3282.140";"true";"Wed Jul 17 2019 21:30:16 GMT 0200 (Mitte";"1563391297022";"1563391672640";"1563391816297";"143657";"519275";"0.005494505494505495";"0";"0.5";"0.8186813186813187";"0.6208791208791209";"0.6263736263736264";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.6648351648351648";"0.39010989010989017";"0.6373626373626373";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.6593406593406592";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.19780219780219782";"0.19780219780219782";"0.17582417582417584";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"8";"8";"3";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"5";"5";"7";"6";"8";"8";"1";"2";"2";"1";"1";"2";"4";"2";"2";"1";"1";"1";"0";"0";"4";"6";"1";"4";"7";"2";"6";"1";"0";"1";"0";"0";"1";"1";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3"
"87";"F";"4";"48434177468540";"0";"0";"0";"0";"0";"0";"1";"-3";"1";"2";"3";"3";"-3";"188.194.181.96";"1280";"683";"de-DE";"de";"true";"Win32";"Netscape";"5.0 (Windows NT";"Gecko";"Chrome 64.0.3282.140";"true";"Wed Jul 17 2019 21:31:45 GMT 0200 (Mitte";"1563391297022";"1563391835169";"1563391905403";"70234";"608381";"1";"0";"0.5";"0.5";"0.038461538461538464";"0.16666666666666666";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"4";"4";"0";"0";"0";"0";"0";"0";"1";"1";"2";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"4"
"88";"C";"5";"48434177468540";"0";"0";"0";"0";"0";"0";"1";"2";"3";"2";"-3";"-1";"2";"188.194.181.96";"1280";"683";"de-DE";"de";"true";"Win32";"Netscape";"5.0 (Windows NT";"Gecko";"Chrome 64.0.3282.140";"true";"Wed Jul 17 2019 21:33:32 GMT 0200 (Mitte";"1563391297022";"1563391918079";"1563392012259";"94180";"715237";"0.03296703296703297";"0";"0.34615384615384615";"0.41208791208791207";"0.19780219780219782";"0.16666666666666666";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.8021978021978022";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.6263736263736264";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.3076923076923077";"0.21978021978021978";"0.4615384615384615";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"2";"5";"5";"3";"1";"0";"0";"1";"0";"0";"0";"0";"5";"7";"2";"4";"2";"2";"1";"2";"1";"2";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"5"
"89";"E";"6";"48434177468540";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"-2";"1";"0";"188.194.181.96";"1280";"683";"de-DE";"de";"true";"Win32";"Netscape";"5.0 (Windows NT";"Gecko";"Chrome 64.0.3282.140";"true";"Wed Jul 17 2019 21:36:17 GMT 0200 (Mitte";"1563391297022";"1563392028970";"1563392177594";"148624";"880572";"0";"0";"0.5";"0.7802197802197803";"0.2802197802197802";"0.16666666666666666";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5934065934065934";"0.6758241758241759";"0.3516483516483517";"0.44505494505494503";"0.4065934065934066";"0.5";"0.5";"0.5";"0.6758241758241759";"0.5";"0.5";"0.5";"0.3626373626373626";"0.3516483516483517";"0.2802197802197802";"0.5";"0.5";"0.5";"0.5";"0.5";"0.23076923076923075";"0.2692307692307692";"0.25824175824175827";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"1";"2";"2";"0";"0";"0";"1";"0";"0";"0";"3";"2";"2";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"2";"3";"3";"1";"1";"0";"0";"0";"0";"3";"2";"3";"4";"1";"1";"2";"3";"3";"3";"2";"3";"0";"1";"1";"3";"6";"2";"3";"2";"3";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"6"
"90";"B";"1";"74760994463010";"1996";"female";"0";"No";"0";"0";"1";"2";"2";"2";"-1";"-1";"0";"91.106.123.186";"1440";"706";"en-GB";"en";"true";"MacIntel";"Netscape";"5.0 (Macintosh;";"Gecko";"Chrome 75.0.3770.142";"true";"Wed Jul 17 2019 22:59:40 GMT 0200 (Centr";"1563396594568";"1563396687516";"1563397180669";"493153";"586101";"0";"0";"0.1043956043956044";"0.5824175824175825";"0.7417582417582418";"0.9010989010989011";"0.4835164835164835";"0.08791208791208792";"0.521978021978022";"0.5054945054945055";"0.5";"0.5604395604395604";"0.510989010989011";"0.4010989010989011";"0.5824175824175825";"0.7472527472527473";"0.554945054945055";"0.5164835164835165";"0.5";"0.5";"0.5";"0.4230769230769231";"0.5054945054945055";"0.21428571428571427";"0.2967032967032967";"0.32417582417582413";"0.5054945054945055";"0.4945054945054945";"0.554945054945055";"0.467032967032967";"0.6428571428571429";"0.5054945054945055";"0.521978021978022";"0.3791208791208791";"0.3516483516483517";"0.8516483516483517";"0.4010989010989011";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"6";"2";"1";"2";"1";"1";"0";"2";"1";"2";"1";"2";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"3";"2";"7";"12";"6";"11";"12";"5";"8";"9";"12";"14";"11";"8";"3";"2";"2";"6";"5";"1";"1";"0";"3";"7";"11";"5";"8";"4";"2";"2";"3";"2";"2";"2";"1";"4";"6";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1"
"91";"F";"1";"97220044176095";"1995";"female";"0";"Google";"0";"0";"1";"0";"1";"1";"1";"2";"1";"31.16.252.250";"1536";"728";"de";"de";"true";"Win32";"Netscape";"5.0 (Windows)";"Gecko";"Firefox 68.0";"true";"Thu Jul 18 2019 08:47:59 GMT 0200 (Mitte";"1563431810273";"1563431851972";"1563432479768";"627796";"669495";"0.6923076923076923";"0";"0.5659340659340659";"0.5934065934065934";"0.3846153846153847";"0.12637362637362637";"0.35714285714285715";"0.34615384615384615";"0.6373626373626373";"0.5";"0.4615384615384615";"0.6978021978021978";"0.5";"0.5054945054945055";"0.4230769230769231";"0.554945054945055";"0.6263736263736264";"0.6263736263736264";"0.5934065934065934";"0.4945054945054945";"0.5";"0.5";"0.5";"0.6978021978021978";"0.6483516483516483";"0.521978021978022";"0.5274725274725275";"0.6208791208791209";"0.6593406593406592";"0.5879120879120879";"0.5";"0.44505494505494503";"0.554945054945055";"0.5879120879120879";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"4";"1";"1";"1";"2";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"2";"0";"1";"1";"1";"1";"1";"2";"4";"1";"2";"1";"1";"0";"0";"0";"2";"4";"3";"1";"1";"2";"5";"6";"6";"5";"7";"7";"2";"3";"4";"3";"5";"5";"3";"3";"3";"4";"3";"4";"4";"5";"4";"7";"11";"10";"3";"12";"10";"6";"1";"2";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1"
"92";"A";"1";"78971091427456";"1996";"male";"0";"No";"0";"0";"1";"0";"1";"1";"-2";"1";"0";"77.4.91.249";"1680";"936";"de";"de";"true";"Win32";"Netscape";"5.0 (Windows)";"Gecko";"Firefox 68.0";"true";"Fri Jul 19 2019 17:51:06 GMT 0200 (Mitte";"1563551189996";"1563551222547";"1563551466667";"244120";"276671";"0.11538461538461538";"0.21978021978021978";"0.26373626373626374";"0.7912087912087913";"0.521978021978022";"0.2087912087912088";"0.3296703296703296";"0.1648351648351648";"0.24725274725274726";"0.42857142857142855";"0.31868131868131866";"0.7032967032967034";"0.4230769230769231";"0.5164835164835165";"0.5274725274725275";"0.44505494505494503";"0.47802197802197804";"0.37362637362637363";"0.39010989010989017";"0.4945054945054945";"0.4065934065934066";"0.5";"0.7417582417582418";"0.13186813186813187";"0.17582417582417584";"0.3021978021978022";"0.4340659340659341";"0.3626373626373626";"0.3296703296703296";"0.4230769230769231";"0.6868131868131868";"0.35714285714285715";"0.467032967032967";"0.39560439560439564";"0.34615384615384615";"0.31868131868131866";"0.3351648351648351";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"4";"5";"4";"2";"2";"4";"2";"3";"2";"2";"3";"3";"4";"5";"2";"5";"11";"7";"2";"5";"3";"2";"3";"3";"4";"3";"3";"3";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1"
